Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38
Data,7,record,timestamp,776625132,s,position_lat,460257040,semicircles,position_long,-1462810157,semicircles,distance,77963,m,altitude,177.2,m,speed,3.228,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625133,s,position_lat,460257098,semicircles,position_long,-1462810590,semicircles,distance,77966.21,m,altitude,177.6,m,speed,3.123,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625134,s,position_lat,460257114,semicircles,position_long,-1462811024,semicircles,distance,77969.38,m,altitude,178,m,speed,3.185,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625135,s,position_lat,460257075,semicircles,position_long,-1462811501,semicircles,distance,77972.87,m,altitude,178.6,m,speed,3.369,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625136,s,position_lat,460257098,semicircles,position_long,-1462811961,semicircles,distance,77976.24,m,altitude,178.6,m,speed,3.395,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625137,s,position_lat,460257144,semicircles,position_long,-1462812447,semicircles,distance,77979.8,m,altitude,179,m,speed,3.56,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625138,s,position_lat,460257153,semicircles,position_long,-1462812914,semicircles,distance,77983.21,m,altitude,179.4,m,speed,3.417,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625139,s,position_lat,460257137,semicircles,position_long,-1462813327,semicircles,distance,77986.23,m,altitude,179.8,m,speed,3.021,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625140,s,position_lat,460257145,semicircles,position_long,-1462813710,semicircles,distance,77989.03,m,altitude,180.4,m,speed,2.817,m/s,cadence,51,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625141,s,position_lat,460257166,semicircles,position_long,-1462814167,semicircles,distance,77992.36,m,altitude,180.8,m,speed,3.221,m/s,cadence,51,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625143,s,position_lat,460257171,semicircles,position_long,-1462815085,semicircles,distance,77999.07,m,altitude,181.2,m,speed,3.368,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625144,s,position_lat,460257127,semicircles,position_long,-1462815510,semicircles,distance,78002.21,m,altitude,182,m,speed,3.18,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625145,s,position_lat,460257073,semicircles,position_long,-1462815936,semicircles,distance,78005.35,m,altitude,182.4,m,speed,2.955,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625146,s,position_lat,460257070,semicircles,position_long,-1462816386,semicircles,distance,78008.64,m,altitude,182.8,m,speed,3.02,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625148,s,position_lat,460257048,semicircles,position_long,-1462817275,semicircles,distance,78015.14,m,altitude,183.2,m,speed,3.097,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625149,s,position_lat,460256991,semicircles,position_long,-1462817694,semicircles,distance,78018.23,m,altitude,183.8,m,speed,2.835,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625150,s,position_lat,460256972,semicircles,position_long,-1462818138,semicircles,distance,78021.47,m,altitude,184.2,m,speed,3.197,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625151,s,position_lat,460256937,semicircles,position_long,-1462818577,semicircles,distance,78024.7,m,altitude,184.6,m,speed,3.334,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625152,s,position_lat,460256899,semicircles,position_long,-1462819037,semicircles,distance,78028.08,m,altitude,185.2,m,speed,3.109,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625154,s,position_lat,460256786,semicircles,position_long,-1462819829,semicircles,distance,78033.99,m,altitude,185.6,m,speed,2.702,m/s,cadence,50,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625155,s,position_lat,460256645,semicircles,position_long,-1462820264,semicircles,distance,78037.42,m,altitude,186,m,speed,3.414,m/s,cadence,49,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625156,s,position_lat,460256584,semicircles,position_long,-1462820680,semicircles,distance,78040.51,m,altitude,186.4,m,speed,3.116,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625157,s,position_lat,460256500,semicircles,position_long,-1462821115,semicircles,distance,78043.78,m,altitude,186.8,m,speed,2.992,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625158,s,position_lat,460256430,semicircles,position_long,-1462821610,semicircles,distance,78047.46,m,altitude,187.2,m,speed,3.383,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625160,s,position_lat,460256302,semicircles,position_long,-1462822455,semicircles,distance,78053.74,m,altitude,187.6,m,speed,2.971,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625161,s,position_lat,460256216,semicircles,position_long,-1462822822,semicircles,distance,78056.53,m,altitude,188,m,speed,2.542,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625162,s,position_lat,460256106,semicircles,position_long,-1462823186,semicircles,distance,78059.38,m,altitude,188.4,m,speed,2.512,m/s,cadence,50,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625163,s,position_lat,460256032,semicircles,position_long,-1462823536,semicircles,distance,78062.02,m,altitude,188.8,m,speed,2.539,m/s,cadence,45,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625164,s,position_lat,460255963,semicircles,position_long,-1462823957,semicircles,distance,78065.15,m,altitude,189.2,m,speed,2.973,m/s,cadence,48,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625166,s,position_lat,460255756,semicircles,position_long,-1462824733,semicircles,distance,78071.14,m,altitude,189.8,m,speed,2.875,m/s,cadence,51,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625167,s,position_lat,460255663,semicircles,position_long,-1462825126,semicircles,distance,78074.14,m,altitude,190.2,m,speed,2.879,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625168,s,position_lat,460255493,semicircles,position_long,-1462825522,semicircles,distance,78077.42,m,altitude,190.6,m,speed,3.074,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625169,s,position_lat,460255447,semicircles,position_long,-1462825864,semicircles,distance,78079.96,m,altitude,191.6,m,speed,2.662,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625172,s,position_lat,460255147,semicircles,position_long,-1462827078,semicircles,distance,78089.24,m,altitude,192,m,speed,3.089,m/s,cadence,63,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625173,s,position_lat,460255012,semicircles,position_long,-1462827505,semicircles,distance,78092.58,m,altitude,192.4,m,speed,2.997,m/s,cadence,64,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625174,s,position_lat,460254869,semicircles,position_long,-1462827921,semicircles,distance,78095.89,m,altitude,193,m,speed,3.208,m/s,cadence,66,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625175,s,position_lat,460254754,semicircles,position_long,-1462828287,semicircles,distance,78098.78,m,altitude,193.4,m,speed,2.654,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625176,s,position_lat,460254680,semicircles,position_long,-1462828669,semicircles,distance,78101.64,m,altitude,193.8,m,speed,2.658,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625178,s,position_lat,460254530,semicircles,position_long,-1462829442,semicircles,distance,78107.45,m,altitude,194.4,m,speed,2.605,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625179,s,position_lat,460254456,semicircles,position_long,-1462829808,semicircles,distance,78110.21,m,altitude,194.8,m,speed,2.456,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625180,s,position_lat,460254386,semicircles,position_long,-1462830193,semicircles,distance,78113.09,m,altitude,195.2,m,speed,2.484,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625181,s,position_lat,460254284,semicircles,position_long,-1462830564,semicircles,distance,78115.96,m,altitude,195.6,m,speed,2.638,m/s,cadence,60,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625182,s,position_lat,460254178,semicircles,position_long,-1462831008,semicircles,distance,78119.35,m,altitude,196.2,m,speed,3.018,m/s,cadence,62,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625184,s,position_lat,460253908,semicircles,position_long,-1462831904,semicircles,distance,78126.35,m,altitude,196.6,m,speed,3.375,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625185,s,position_lat,460253794,semicircles,position_long,-1462832331,semicircles,distance,78129.64,m,altitude,197,m,speed,3.132,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625186,s,position_lat,460253683,semicircles,position_long,-1462832759,semicircles,distance,78132.94,m,altitude,197.4,m,speed,3.161,m/s,cadence,64,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625187,s,position_lat,460253549,semicircles,position_long,-1462833192,semicircles,distance,78136.34,m,altitude,197.8,m,speed,2.918,m/s,cadence,63,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625188,s,position_lat,460253426,semicircles,position_long,-1462833623,semicircles,distance,78139.68,m,altitude,198.2,m,speed,2.989,m/s,cadence,60,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625190,s,position_lat,460253266,semicircles,position_long,-1462834401,semicircles,distance,78145.55,m,altitude,198.8,m,speed,2.622,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625191,s,position_lat,460253204,semicircles,position_long,-1462834792,semicircles,distance,78148.46,m,altitude,199.2,m,speed,2.551,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625192,s,position_lat,460253115,semicircles,position_long,-1462835150,semicircles,distance,78151.17,m,altitude,199.6,m,speed,2.735,m/s,cadence,50,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625193,s,position_lat,460253078,semicircles,position_long,-1462835452,semicircles,distance,78153.39,m,altitude,200,m,speed,2.135,m/s,cadence,50,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625194,s,position_lat,460252960,semicircles,position_long,-1462835760,semicircles,distance,78155.89,m,altitude,200.4,m,speed,2.331,m/s,cadence,50,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625196,s,position_lat,460252843,semicircles,position_long,-1462836544,semicircles,distance,78161.87,m,altitude,201,m,speed,2.741,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625197,s,position_lat,460252810,semicircles,position_long,-1462836927,semicircles,distance,78164.68,m,altitude,201.4,m,speed,2.713,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625198,s,position_lat,460252802,semicircles,position_long,-1462837257,semicircles,distance,78167.09,m,altitude,201.8,m,speed,2.348,m/s,cadence,51,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625199,s,position_lat,460252750,semicircles,position_long,-1462837605,semicircles,distance,78169.67,m,altitude,202.2,m,speed,2.465,m/s,cadence,48,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625200,s,position_lat,460252721,semicircles,position_long,-1462837959,semicircles,distance,78172.28,m,altitude,202.8,m,speed,2.47,m/s,cadence,48,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625203,s,position_lat,460252595,semicircles,position_long,-1462839212,semicircles,distance,78181.53,m,altitude,203.2,m,speed,2.947,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625204,s,position_lat,460252587,semicircles,position_long,-1462839605,semicircles,distance,78184.41,m,altitude,203.6,m,speed,2.893,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625205,s,position_lat,460252600,semicircles,position_long,-1462839986,semicircles,distance,78187.19,m,altitude,204,m,speed,2.788,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625206,s,position_lat,460252595,semicircles,position_long,-1462840370,semicircles,distance,78189.99,m,altitude,204.4,m,speed,2.709,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625207,s,position_lat,460252552,semicircles,position_long,-1462840786,semicircles,distance,78193.06,m,altitude,204.8,m,speed,2.917,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625210,s,position_lat,460252496,semicircles,position_long,-1462842097,semicircles,distance,78202.67,m,altitude,205.2,m,speed,2.97,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625211,s,position_lat,460252428,semicircles,position_long,-1462842548,semicircles,distance,78206.03,m,altitude,205.6,m,speed,3.093,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625212,s,position_lat,460252376,semicircles,position_long,-1462843013,semicircles,distance,78209.46,m,altitude,206,m,speed,3.253,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625213,s,position_lat,460252357,semicircles,position_long,-1462843448,semicircles,distance,78212.64,m,altitude,206.6,m,speed,3.018,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625214,s,position_lat,460252327,semicircles,position_long,-1462843932,semicircles,distance,78216.18,m,altitude,207,m,speed,3.175,m/s,cadence,61,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625217,s,position_lat,460252214,semicircles,position_long,-1462845248,semicircles,distance,78225.8,m,altitude,207.4,m,speed,3.041,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625218,s,position_lat,460252243,semicircles,position_long,-1462845687,semicircles,distance,78229.02,m,altitude,207.8,m,speed,2.882,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625219,s,position_lat,460252253,semicircles,position_long,-1462846056,semicircles,distance,78231.71,m,altitude,208.8,m,speed,2.623,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625220,s,position_lat,460252274,semicircles,position_long,-1462846427,semicircles,distance,78234.42,m,altitude,209.2,m,speed,2.48,m/s,cadence,49,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
